intake_date,intake_type,intake_subtype,ken_jurisdiction,ken_zip,outcome_type,animal_id,animal_type,primary_breed,secondary_breed,person_id,src_zip,src_jurisdiction,person_id,own_zip,own_jurisdiction,microchip,microchip_bin
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A290002,DOG,SCOT TERRIER,NULL,NULL,NULL,NULL,P118379,78691,NULL,222669443E,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A290006,DOG,LABRADOR RETR,MIX,NULL,NULL,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289996,CAT,DOMESTIC LH,MIX,P178869,78749,NULL,P113398,78065,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289987,CAT,DOMESTIC LH,MIX,P178854,78734,NULL,P178792,78741,NULL,2226064777,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289953,DOG,BEARDED COLLIE,MIX,P134238,78701,NULL,P178824,78745,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A290008,DOG,MIN PINSCHER,MIX,P103041,78702,AUSTIN,P010439,78745,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A290007,DOG,MIN PINSCHER,MIX,P103041,78702,AUSTIN,P010439,78745,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289920,DOG,COCKER SPAN,NULL,NULL,NULL,NULL,P141289,78755,NULL,2205662F5D,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A227322,DOG,BEAGLE,MIX,NULL,NULL,NULL,P132054,78749,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289888,DOG,GERM SHEPHERD,MIX,P092654,78758,NULL,P178819,78613,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289890,DOG,LABRADOR RETR,MIX,P178778,78726,TRAVIS,P179717,78620,NULL,222910432F,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A287880,DOG,CHOW CHOW,MIX,P080373,78721,AUSTIN,P177610,78721,NULL,4312534D08,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289949,CAT,DOMESTIC SH,MIX,NULL,NULL,NULL,P179076,78722,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289899,DOG,BORDER TERRIER,MIX,P092278,78741,NULL,P140290,78766,NULL,2226351A07,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289948,DOG,ROTTWEILER,CHINESE SHARPEI,P178821,78753,NULL,P150049,78730,NULL,220554177A,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289898,CAT,DOMESTIC LH,MIX,P178781,NULL,NULL,P174733,78756,NULL,2225634D78,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289902,DOG,DOBERMAN PINSCH,MIX,NULL,NULL,NULL,P113398,78065,NULL,2227026528,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289941,DOG,GERM SHEPHERD,SIBERIAN HUSKY,P172340,78747,NULL,P179768,78620,NULL,2223577D59,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289900,DOG,AMER ESKIMO,MIX,P134238,78701,NULL,P118379,78691,NULL,22262C7F6B,1
00:00.0,STRAY,OTC,OTHER,NULL,TRANSFER,A289919,DOG,DACHSHUND WH,MIX,P070962,78752,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289934,CAT,DOMESTIC LH,MIX,NULL,NULL,NULL,P172839,78731,NULL,2226594B0E,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289907,CAT,DOMESTIC LH,MIX,P178788,78704,NULL,P034559,76571,NULL,44122A6405,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289901,DOG,LABRADOR RETR,MIX,P134238,78701,NULL,P092278,78741,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289887,DOG,LABRADOR RETR,MIX,P178777,78759,NULL,P179157,78617,NULL,2206613127,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289903,CAT,DOMESTIC SH,MIX,P178781,NULL,NULL,P180071,78757,NULL,44217B6C1C,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A039078,DOG,ENG SPRNGR SPAN,NULL,P118649,78739,NULL,P039078,78757,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289946,DOG,BORDER TERRIER,NULL,P118649,78739,NULL,P039078,78757,NULL,NULL,0
00:00.0,STRAY,OTC,LAKEWAY,NULL,ADOPTION,A289896,DOG,LABRADOR RETR,MIX,P098057,78734,NULL,P179592,78749,NULL,2226261470,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289937,DOG,TOY FOX TERRIER,AUST CATTLE DOG,NULL,NULL,NULL,P114664,78664,NULL,2205472136,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289817,DOG,GERM SHEPHERD,MIX,NULL,NULL,NULL,P149063,78745,NULL,222577147A,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289862,CAT,DOMESTIC SH,MIX,P178766,78745,NULL,P180430,78744,NULL,442A476463,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289824,DOG,PIT BULL,MIX,NULL,NULL,NULL,P007579,78701,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289796,DOG,PIT BULL,MIX,NULL,NULL,NULL,P177635,78626,NULL,22056F5F1A,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289874,DOG,LABRADOR RETR,MIX,P178773,78751,NULL,P178782,78703,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289837,DOG,BEAGLE,MIX,P175411,78702,NULL,P178815,78641,NULL,220559111B,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289095,DOG,BORDER TERRIER,YORKSHIRE TERR,P070962,78752,AUSTIN,P070962,78752,AUSTIN,2.22E+13,1
00:00.0,STRAY,OTC,TRAVIS,NULL,ADOPTION,A289829,DOG,ROTTWEILER,MIX,P178751,78719,NULL,P179058,78641,NULL,22291A2C2E,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289820,DOG,GERM SHEPHERD,MIX,NULL,NULL,NULL,P180305,78681,NULL,4412043E5B,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289776,CAT,DOMESTIC SH,NULL,P174503,78703,NULL,P113398,78065,NULL,22090A025A,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289852,DOG,ROTTWEILER,MIX,NULL,NULL,NULL,P008909,78703,NULL,4421720B28,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289792,DOG,GOLDEN RETR,NULL,NULL,NULL,NULL,P078059,78767,NULL,22060B6748,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289869,CAT,DOMESTIC SH,MIX,P175957,78741,NULL,P174733,78756,NULL,22261D3F7D,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289795,DOG,PIT BULL,PIT BULL,NULL,NULL,NULL,P178847,78617,NULL,222564683D,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289819,DOG,POINTER,MIX,NULL,NULL,NULL,P105301,78748,NULL,441233580B,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289816,DOG,GERM SHEPHERD,MIX,NULL,NULL,NULL,P179210,78702,NULL,2223507443,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289802,DOG,SIBERIAN HUSKY,MIX,P091632,78640,NULL,P123740,76501,NULL,2226105D7C,1
00:00.0,STRAY,OTC,OTHER,NULL,ADOPTION,A289706,DOG,PEKINGESE,MIX,P119302,78652,NULL,P178697,78745,NULL,22255C0E45,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289755,DOG,LABRADOR RETR,PIT BULL,P172822,78759,NULL,P178753,78759,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289702,DOG,POODLE MIN,MIX,NULL,NULL,NULL,P178731,78723,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289645,CAT,DOMESTIC LH,MIX,P178658,78752,NULL,P174733,78756,NULL,22226A5156,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289772,DOG,GERM SHEPHERD,LABRADOR RETR,P178724,78704,NULL,P178827,78704,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289751,DOG,LABRADOR RETR,NULL,P134238,78701,NULL,P178737,78722,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289639,CAT,DOMESTIC SH,MIX,P103041,78702,AUSTIN,P147420,78735,NULL,22270A032B,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289696,DOG,GERM SHEPHERD,NULL,NULL,NULL,NULL,P179054,78768,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289692,DOG,DACHSHUND,MIX,NULL,NULL,NULL,P115322,78720,NULL,22256C244F,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289728,DOG,DACHSHUND WH,MIX,P178691,78704,NULL,P115322,78720,NULL,2205735371,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289774,DOG,CHOW CHOW,MIX,P178725,78703,NULL,P180407,78732,NULL,44107A2228,1
00:00.0,STRAY,OTC,OTHER,NULL,ADOPTION,A289723,DOG,BEAGLE,MIX,P092947,78737,NULL,P178802,76574,NULL,2226075529,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289773,DOG,SCHNAUZER STAND,MIX,NULL,NULL,NULL,P158425,78704,NULL,2225673702,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A204665,DOG,LHASA APSO,NULL,NULL,NULL,NULL,P128252,78749,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289721,DOG,BEAGLE,MIX,P178687,78759,NULL,P178712,78705,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289606,DOG,CANAAN DOG,MIX,NULL,NULL,NULL,P124960,78704,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A445836,DOG,PIT BULL,MIX,NULL,NULL,NULL,P271682,78721,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289513,DOG,SHETLD SHEEPDOG,MIX,P176258,NULL,NULL,P178679,78703,NULL,2226483023,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A239935,DOG,LABRADOR RETR,PIT BULL,NULL,NULL,NULL,P148399,78702,NULL,43053E451E,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289603,DOG,GERM SHEPHERD,CHOW CHOW,NULL,NULL,NULL,P133945,78765,NULL,2.21E+08,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289634,DOG,FINNISH SPITZ,NULL,P004448,78752,NULL,P133945,78765,NULL,2205702C4D,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289626,DOG,LABRADOR RETR,MIX,P178648,78750,NULL,P175549,78752,NULL,22234E1C2F,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289549,CAT,DOMESTIC SH,MIX,P178599,78748,NULL,P179798,78666,NULL,2205572D06,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289554,DOG,GERM SHEPHERD,MIX,P163538,78745,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289623,CAT,DOMESTIC LH,MIX,P167531,78741,NULL,P179543,78744,NULL,2.23E+38,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289574,CAT,HIMALAYAN,MIX,P178613,78745,NULL,P178949,78681,WILLIAMSON,22270C4A5C,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289497,CAT,DOMESTIC LH,NULL,P103041,78702,AUSTIN,P174733,78756,NULL,2.21E+21,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289559,CAT,DOMESTIC LH,MIX,P178605,78749,NULL,P174733,78756,NULL,2206016E1D,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289587,DOG,LABRADOR RETR,RHOD RIDGEBACK,NULL,NULL,NULL,P133641,78745,NULL,2223426B7D,1
00:00.0,STRAY,OTC,OTHER,NULL,ADOPTION,A289539,DOG,BORDER COLLIE,MIX,P178586,78616,NULL,P179885,78613,NULL,2225792B70,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,RTO,A289600,DOG,LABRADOR RETR,MIX,NULL,NULL,NULL,P178703,78669,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289602,DOG,BORDER COLLIE,AUST SHEPHERD,NULL,NULL,NULL,P123821,78641,NULL,22257D0434,1
00:00.0,STRAY,OTC,OTHER,NULL,TRANSFER,A289540,DOG,CHOW CHOW,MIX,P178586,78616,NULL,P123821,78641,NULL,2226765C42,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289631,DOG,POODLE TOY,MIX,P178651,78704,NULL,P153359,77445,NULL,222647077B,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289632,DOG,CHIHUAHUA SH,MIX,P178651,78704,NULL,P153359,77445,NULL,2225756845,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289592,DOG,GREAT PYRENEES,MIX,NULL,NULL,NULL,P168777,78702,NULL,494F4E1065,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289601,DOG,GERM SHEPHERD,CHOW CHOW,NULL,NULL,NULL,P074649,78744,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289604,DOG,LABRADOR RETR,NULL,NULL,NULL,NULL,P178701,78741,NULL,444F195942,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289511,DOG,FLAT COAT RETR,MIX,P116760,78702,NULL,P116760,78702,NULL,2223422261,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289419,DOG,POINTER,MIX,NULL,NULL,NULL,P178544,78744,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289345,DOG,PUG,NULL,NULL,NULL,NULL,P178611,78729,NULL,2226791455,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289349,DOG,SC WHEAT TERR,CHOW CHOW,NULL,NULL,NULL,P178611,78729,NULL,220564496E,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289351,DOG,POODLE MIN,MIX,NULL,NULL,NULL,P123821,78641,NULL,2205690427,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289441,CAT,PERSIAN,PERSIAN,P178527,78759,NULL,P176038,78751,NULL,2229596D66,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A183684,DOG,AUST CATTLE DOG,MIX,NULL,NULL,NULL,P012228,78751,NULL,4.04E+56,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289481,CAT,DOMESTIC LH,MIX,P178554,78746,NULL,P174733,78756,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289482,CAT,DOMESTIC SH,MIX,P178554,78746,NULL,P174733,78756,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289484,CAT,SIAMESE,MIX,P178554,78746,NULL,P174733,78756,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289483,CAT,DOMESTIC SH,MIX,P178554,78746,NULL,P174733,78756,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289480,CAT,DOMESTIC SH,MIX,P178554,78746,NULL,P174733,78756,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289420,DOG,BORDER COLLIE,MIX,NULL,NULL,NULL,P179423,78729,NULL,2206654416,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289477,DOG,GERM SHEPHERD,CHOW CHOW,NULL,NULL,NULL,P172584,78681,NULL,2223111262,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289418,DOG,POINTER,STAFFORDSHIRE,P070962,78752,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289462,CAT,DOMESTIC SH,MIX,P178545,78759,NULL,P178809,78759,NULL,43175A3008,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289317,DOG,LABRADOR RETR,NULL,P178474,78703,NULL,P177862,78703,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289429,DOG,BORDER COLLIE,MIX,P178522,78748,NULL,P047157,78766,NULL,222628175B,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289496,DOG,BEAGLE,MIX,NULL,NULL,NULL,P178628,78723,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289354,DOG,PEKINGESE,MIX,NULL,NULL,NULL,P179444,78610,NULL,441205372A,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A271231,DOG,BORDER COLLIE,MIX,P137225,78758,NULL,P099177,78758,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289259,DOG,BORDER COLLIE,MIX,P178435,78756,NULL,P133945,78765,NULL,2225664526,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289205,DOG,BORDER TERRIER,MIX,P178416,78741,NULL,P173959,78612,NULL,440D3A5760,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289194,DOG,DACHSHUND,MIX,P178412,78731,NULL,P115322,78720,NULL,2229271F70,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289278,DOG,COLLIE SMOOTH,MIX,P131389,76542,NULL,P178765,78216,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289207,DOG,PIT BULL,MIX,NULL,NULL,NULL,P178550,78752,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289298,DOG,LABRADOR RETR,NULL,NULL,NULL,NULL,P179272,78610,NULL,2206085A39,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,TRANSFER,A289195,DOG,AUST SHEPHERD,MIX,NULL,NULL,NULL,P123821,78641,NULL,22291F7908,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289204,DOG,BORDER TERRIER,MIX,P178416,78741,NULL,P141454,78745,NULL,44102F0A78,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A239095,DOG,PIT BULL,LABRADOR RETR,P134238,78701,NULL,P147461,78757,NULL,NULL,0
00:00.0,STRAY,OTC,OTHER,NULL,TRANSFER,A289203,DOG,SILKY TERRIER,MIX,P178415,78640,NULL,P140290,78766,NULL,22262D0D4F,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289180,DOG,LABRADOR RETR,MIX,NULL,NULL,NULL,P179296,78602,NULL,222679635C,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A288036,DOG,LABRADOR RETR,NULL,NULL,NULL,NULL,P157444,78705,NULL,NULL,0
00:00.0,STRAY,FIELD,TRAVIS,NULL,TRANSFER,A289179,DOG,SIBERIAN HUSKY,MIX,NULL,NULL,NULL,P153359,77445,NULL,220549475E,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A234256,DOG,LABRADOR RETR,MIX,P178406,78704,NULL,P175532,78704,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289146,CAT,SIAMESE,MIX,P122928,78759,AUSTIN,P159134,78731,NULL,222669651E,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289167,DOG,PIT BULL,CHOW CHOW,P175897,78728,NULL,P161393,78619,NULL,222568726A,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289169,CAT,DOMESTIC SH,MIX,P178381,78759,NULL,P179771,78704,NULL,22262A5C14,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289178,DOG,LABRADOR RETR,MIX,P178538,75402,NULL,P178844,78727,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289142,DOG,ROTTWEILER,NULL,P134238,78701,NULL,P112966,78612,NULL,222669451D,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289182,DOG,BEAGLE,MIX,P178390,78758,NULL,P178448,78748,AUSTIN,2205643702,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289183,CAT,SIAMESE,MIX,P178395,78745,NULL,P179285,78676,NULL,2206240A72,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289149,DOG,SIBERIAN HUSKY,NULL,P134238,78701,NULL,P178469,78753,NULL,220914787C,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289158,DOG,CHOW CHOW,MIX,P166703,78748,NULL,P133945,78765,NULL,22290C3D74,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289148,DOG,CHIHUAHUA SH,CHIHUAHUA SH,P108952,78640,NULL,P111581,78250,NULL,22293C784F,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289143,DOG,ROTTWEILER,NULL,P134238,78701,NULL,P020273,78731,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289163,DOG,WHIPPET,MIX,NULL,NULL,NULL,P178111,78757,NULL,2226452B43,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289091,DOG,BOXER,NULL,NULL,NULL,NULL,P178943,78727,NULL,2226794C14,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A289093,DOG,BRIARD,MIX,NULL,NULL,NULL,P133945,78765,NULL,2223586B21,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289137,DOG,BULL TERRIER,STAFFORDSHIRE,P178359,78741,NULL,P178742,78750,NULL,22116A573E,1
00:00.0,STRAY,FIELD,MUSTANG RIDGE,NULL,ADOPTION,A289088,DOG,GERM SHEPHERD,MIX,NULL,NULL,NULL,P066216,78545,NULL,441576736F,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A156367,DOG,BOXER,NULL,NULL,NULL,NULL,P100196,78746,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289095,DOG,BORDER TERRIER,YORKSHIRE TERR,NULL,NULL,NULL,P158079,78735,NULL,2.22E+13,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289108,CAT,DOMESTIC SH,MIX,P178339,78702,NULL,P177331,78746,NULL,2226625547,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289101,CAT,DOMESTIC SH,MIX,P070962,78752,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289121,CAT,DOMESTIC SH,MIX,P178346,78749,NULL,P113398,78065,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A289086,DOG,CHIHUAHUA SH,MIX,P178327,78744,NULL,P178091,78745,NULL,2205747523,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289096,DOG,BORDER TERRIER,YORKSHIRE TERR,NULL,NULL,NULL,P177953,78753,NULL,22334A181F,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A281185,DOG,CHINESE SHARPEI,NULL,NULL,NULL,NULL,P173675,78749,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289124,DOG,LABRADOR RETR,MIX,NULL,NULL,NULL,P065007,78748,NULL,222620662B,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A221151,DOG,LABRADOR RETR,MIX,NULL,NULL,NULL,P144453,78757,NULL,424D524C65,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289097,DOG,SIBERIAN HUSKY,NULL,NULL,NULL,NULL,P151789,78745,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A250759,DOG,PIT BULL,MIX,P134238,78701,NULL,P158766,78731,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A289023,DOG,ENG SPRNGR SPAN,MIX,P178282,78728,NULL,P178318,78728,NULL,NULL,0
00:00.0,STRAY,FIELD,TRAVIS,NULL,RTO,A289033,DOG,ROTTWEILER,MIX,NULL,NULL,NULL,P178526,78660,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289018,CAT,DOMESTIC LH,MIX,P178278,78745,NULL,P174733,78756,NULL,2.21E+36,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289017,CAT,DOMESTIC LH,MIX,P178278,78745,NULL,P174733,78756,NULL,22054A2563,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289020,CAT,DOMESTIC LH,MIX,P178278,78745,NULL,P174733,78756,NULL,2227024012,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,RTO,A288957,DOG,LABRADOR RETR,MIX,NULL,NULL,NULL,P178316,78719,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289055,DOG,LABRADOR RETR,MIX,NULL,NULL,NULL,P179590,78681,NULL,2206105C2C,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289032,DOG,LABRADOR RETR,NULL,NULL,NULL,NULL,P062104,78731,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289057,DOG,CHOW CHOW,MIX,NULL,NULL,NULL,P179080,78681,NULL,2207016011,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A289024,DOG,LAKELAND TERR,MIX,P124673,78602,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A289081,DOG,PIT BULL,NULL,NULL,NULL,NULL,P178354,78748,NULL,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A288955,DOG,BULLMASTIFF,NULL,P178261,78744,NULL,P156876,78761,NULL,2205611852,1
00:00.0,STRAY,OTC,LAKEWAY,NULL,RTO,A288981,DOG,LABRADOR RETR,QUEENSLAND HEEL,P113177,78734,NULL,P178340,78734,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A288975,DOG,LABRADOR RETR,MIX,P178252,78749,NULL,P178340,78734,NULL,NULL,0
00:00.0,STRAY,OTC,LAKEWAY,NULL,RTO,A288973,DOG,DACHSHUND,MIX,P113177,78734,NULL,P178719,17042,NULL,2207146A17,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A289066,DOG,LABRADOR RETR,NULL,NULL,NULL,NULL,P179812,78723,NULL,22263D0268,1
